Incident Number,Short Description,Description,Category,Subcategory,Priority,State,Assigned To,Created Date,Resolution Notes,Affected Upstream,Affected Downstream,Connectivity Information
INC1001935,Email delivery issue reported,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Database,Backup Failure,Critical,Closed,Scott Williams,2024-11-17,Issue resolved following standard procedures.,Database Cluster A,Data Warehouse,No connectivity issues detected.
INC1001936,Unauthorized access attempt detected,Security logs indicate an unauthorized login attempt from an unknown IP address.,Network,Internet,High,New,Melinda Harris,2024-08-21,Do candidate challenge add hand establish.,Authentication Server,Frontend Portal,No connectivity issues detected.
INC1001937,Printer not responding,Security logs indicate an unauthorized login attempt from an unknown IP address.,Network,Firewall,Low,New,Gregory Fletcher,2024-03-31,Recognize admit behavior identify whatever agree.,Database Cluster A,Reporting Engine,No connectivity issues detected
INC1001938,Database connection timeout,Security logs indicate an unauthorized login attempt from an unknown IP address.,Database,Timeout,Medium,Resolved,<function <lambda> at 0x7eb3c62986d0>,2024-10-11,Want white big improve.,API Gateway,Mobile App,No connectivity issues detected.
INC1001939,Unauthorized access attempt detected,System crashed after applying latest OS update. Issue needs rollback or fix.,Database,Performance,Low,New,Andrew Henry,2024-04-16,Edge wind pressure discover hundred yard able.,Database Cluster A,Frontend Portal,Packet loss detected
INC1001940,Firewall policy misconfiguration,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Database,Connection Issue,Critical,Resolved,<function <lambda> at 0x7eb3c62986d0>,2024-07-07,Building religious pressure left.,Database Cluster A,Reporting Engine,Intermittent network drops
INC1001941,Firewall policy misconfiguration,Database connections are timing out frequently. Impacting multiple users.,Network,Switch,Medium,On Hold,Elizabeth Ramos,2024-10-19,Issue resolved following standard procedures.,Messaging Queue,Data Warehouse,No connectivity issues detected.
INC1001942,Unauthorized access attempt detected,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Software,Operating System,Critical,In Progress,Jamie Ford,2025-02-25,Student cause fine everybody rest development.,Messaging Queue,Reporting Engine,No connectivity issues detected.
INC1001943,"received from: monitoring_tool@company.com

job Job_3186 failed in job_scheduler at: 09/25/2016 20:00:00","received from: monitoring_tool@company.com

job Job_3186 failed in job_scheduler at: 09/25/2016 20:00:00",Software,Application Access,High,Resolved,Kimberly Valenzuela,2024-04-07,Determine election seek as.,Database Cluster A,Frontend Portal,High latency observed
INC1001944,"config air server runs into 500 internal server error.
message: ""error: while trying to invoke the method java.util.list.iterator() of a null object loaded from local variable 'locallist'
this error happens with the csscdrill model.

with the mill_model model configair is coming up but the model is not working. 

this has directly business impact for quotations.","config air server runs into 500 internal server error.
message: ""error: while trying to invoke the method java.util.list.iterator() of a null object loaded from local variable 'locallist'
this error happens with the csscdrill model.

with the mill_model model configair is coming up but the model is not working. 

this has directly business impact for quotations.",Database,Backup Failure,Medium,New,<function <lambda> at 0x7eb3c62986d0>,2025-02-17,After sometimes similar yes technology enter accept.,Messaging Queue,Data Warehouse,No connectivity issues detected.
INC1001945,System crash after update,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Network,Switch,Critical,Resolved,Mary Lamb,2024-12-04,Project money yourself.,Authentication Server,Mobile App,Complete network outage
INC1001946,"please reset my password for supply_chain_software.
","please reset my password for supply_chain_software.
",Hardware,Printer,Critical,Closed,Justin Sweeney,2024-10-04,Public project movement fund.,API Gateway,General User Interface,Intermittent network drops
INC1001947,Database connection timeout,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Hardware,Monitor,Low,Closed,Scott Williams,2025-03-01,Scene military reduce process really.,Messaging Queue,Frontend Portal,No connectivity issues detected
INC1001948,"from: vmqcyzda kgvrfwcj 
sent: wednesday, september 14, 2016 8:00 pm
to: ron port; nwfodmhc exurcwkm
cc: tjlizqgc ngvwoukp; ytqhfmwi itnakpmc; billghj dhjuyick; lipfnxsy rvjlnpef
subject: amar - fw: summit meeting
importance: high


help desk,
this email is not legit and it looks like it's for the upcoming business practice summit.

best ","from: vmqcyzda kgvrfwcj 
sent: wednesday, september 14, 2016 8:00 pm
to: ron port; nwfodmhc exurcwkm
cc: tjlizqgc ngvwoukp; ytqhfmwi itnakpmc; billghj dhjuyick; lipfnxsy rvjlnpef
subject: amar - fw: summit meeting
importance: high


help desk,
this email is not legit and it looks like it's for the upcoming business practice summit.

best ",Database,Connection Issue,Medium,New,Charles Stevens,2024-06-16,Soldier call least account.,Database Cluster A,Mobile App,Intermittent network drops
INC1001949,System crash after update,System crashed after applying latest OS update. Issue needs rollback or fix.,Security,Policy Violation,Low,In Progress,William Rodgers,2024-07-03,Hope significant detail approach month.,Firewall System,Access Control System,No connectivity issues detected.
INC1001950,System crash after update,System crashed after applying latest OS update. Issue needs rollback or fix.,Software,Application Access,Critical,Closed,Andrea White,2024-12-20,Owner believe glass.,Database Cluster A,Reporting Engine,VPN connectivity unstable
INC1001951,User unable to access VPN,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Database,Connection Issue,Low,Cancelled,Joseph Chandler,2024-08-24,Activity spring up less thus.,Database Cluster A,Frontend Portal,No connectivity issues detected
INC1001952,"problems with quoting engine. refer attachment.

phone; 44 ","problems with quoting engine. refer attachment.

phone; 44 ",Hardware,Monitor,High,In Progress,Melinda Harris,2024-11-06,Way hour lead prevent develop interesting around minute.,Authentication Server,Frontend Portal,No connectivity issues detected
INC1001953,"

received from: zuxcfonv.nyhpkrbe@gmail.com

gso,

the account vvlixthy is expired , could you extend the account date to oct 8 2018 , jacyhky liuhyt is sponsor is jacyhky liuhyt , ","

received from: zuxcfonv.nyhpkrbe@gmail.com

gso,

the account vvlixthy is expired , could you extend the account date to oct 8 2018 , jacyhky liuhyt is sponsor is jacyhky liuhyt , ",Software,Operating System,Medium,Closed,Charles Stevens,2024-12-10,Point degree set suffer account prevent.,General System,Data Warehouse,Complete network outage
INC1001954,Unauthorized access attempt detected,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Software,Database,High,In Progress,<function <lambda> at 0x7eb3c62986d0>,2024-04-29,Issue resolved following standard procedures.,Authentication Server,Reporting Engine,Complete network outage
INC1001955,System crash after update,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Security,Malware,Low,New,Rebecca Lewis,2024-09-21,Across service ok body system image.,API Gateway,Access Control System,High latency observed
INC1001956,Unauthorized access attempt detected,Emails are being delayed or not delivered. Users experiencing intermittent issues.,Security,Phishing,High,Closed,Gerald Johnson,2024-12-14,Window help industry drive be late.,Authentication Server,Data Warehouse,Packet loss detected
INC1001957,Printer not responding,Suspicious phishing email received with a link to an unknown site. Needs investigation.,Security,Unauthorized Access,High,Cancelled,Dr. Melissa Mccoy,2024-11-11,Issue resolved following standard procedures.,Messaging Queue,Mobile App,Complete network outage
INC1001958,Unauthorized access attempt detected,System crashed after applying latest OS update. Issue needs rollback or fix.,Database,Performance,Medium,Cancelled,Susan Torres,2024-07-31,Apply care price box amount north.,Authentication Server,Reporting Engine,No connectivity issues detected.
INC1001959,Phishing email received,Misconfigured firewall rules are blocking internal traffic. Needs urgent review.,Database,Performance,High,Cancelled,Stephen Carpenter,2024-10-14,It former car cell gun teacher.,Database Cluster A,Data Warehouse,No connectivity issues detected.
INC1001960,"pc eemw8144241 einrichten damit der barcode angezeigt und man ihm drucken kann
ebs bÃ¼ro a. dicker","pc eemw8144241 einrichten damit der barcode angezeigt und man ihm drucken kann
ebs bÃ¼ro a. dicker",Software,Email,Critical,In Progress,Mary Lamb,2024-08-04,Serve response product office room nation seat.,General System,Mobile App,Packet loss detected
INC1001961,"received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_727 at 08/13/16 20:53:27","received from: monitoring_tool@company.com

 abended job in job_scheduler: Job_727 at 08/13/16 20:53:27",Software,Database,Medium,In Progress,Kimberly Valenzuela,2024-05-16,Page commercial family weight there or.,API Gateway,General User Interface,Complete network outage
INC1001962,Slow application performance,Printer is not responding to print commands. Restarting the printer did not resolve the issue.,Network,VPN,Low,In Progress,Steven Sawyer MD,2024-05-02,Issue resolved following standard procedures.,Messaging Queue,Data Warehouse,No connectivity issues detected.
INC1001963,Firewall policy misconfiguration,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Network,VPN,Critical,Cancelled,Jon Dudley,2025-02-06,Cover economy organization example.,Authentication Server,Frontend Portal,Packet loss detected
INC1001964,engineering_tool installation,engineering_tool installation,Hardware,Laptop,Critical,Closed,<function <lambda> at 0x7eb3c62986d0>,2025-03-20,Stay push among.,Database Cluster A,Data Warehouse,Intermittent network drops
INC1001965,"
summary:hello i need to reset one of my team members password. his name is mzyejqvd xzbtcfar, user id gilbrmuyt","
summary:hello i need to reset one of my team members password. his name is mzyejqvd xzbtcfar, user id gilbrmuyt",Database,Connection Issue,Critical,Closed,Andrew Henry,2025-02-06,Should continue huge ago.,Database Cluster A,Data Warehouse,No connectivity issues detected
INC1001966,User unable to access VPN,Laptop does not boot up. Power button unresponsive even after multiple attempts.,Security,Malware,High,Resolved,Mary Lamb,2024-08-29,Grow buy wonder so system together fly.,Authentication Server,Access Control System,VPN connectivity unstable
